title,bedrooms,bathrooms,car_spaces,land_size,building_size,multiple_floor,issecurity,isgarden,isbalcony,iscourtyard,lokasi, harga 
RUMAH DI JUAL DI BINTARO SEKTOR 9 BINTARO,3,2,1,35,80,1,1,0,0,0,"Bintaro, Tangerang Selatan"," Rp880,000,000.00 "
dijual rumah murah di serpong,3,2,1,60,80,1,0,0,0,0,"Serpong, Tangerang Selatan"," Rp550,000,000.00 "
rumah baru renovasi siap huni,3,2,1,104,108,1,1,1,0,1,"Pamulang, Tangerang Selatan"," Rp775,000,000.00 "
Rumah Dijual Sisa 3 unit Ready Serpong,2,2,1,53,60,1,1,0,0,1,"Serpong, Tangerang Selatan"," Rp1,000,000,000.00 "
Cluster murah di BSD,3,2,1,60,60,2,1,1,0,0,"Serpong, Tangerang Selatan"," Rp835,000,000.00 "
Dijual Cepat Rumah Mungil di Pondok jaya (Bintaro Sektor 5),1,1,1,60,40,1,0,0,0,1,"Bintaro, Tangerang Selatan"," Rp850,000,000.00 "
Dijual Rumah Hunian Modern Lokasi Villa Dago Pamulang,3,2,1,95,80,1,1,1,1,1,"Pamulang, Tangerang Selatan"," Rp830,000,000.00 "
Jual Di Permata Pamulang Dekat Akses Toll Serpong BSD,3,2,2,90,60,1,1,0,0,0,"Pamulang, Tangerang Selatan"," Rp775,000,000.00 "
Dijual Cepat Rumah Amarillo Full Furnished,3,2,1,40,55,1,1,1,0,1,"Serpong, Tangerang Selatan"," Rp950,000,000.00 "
Townhouse Serpong Dekat Jurangmangu/Pondok Aren/BSD,3,2,1,60,50,1,1,1,1,1,"Bintaro, Tangerang Selatan"," Rp600,120,000.00 "
333.New Cluster desain minimalis lokasi strategis dekat tol pamulang,3,2,1,61,77,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp984,570,000.00 "
Di jual di sektor 6,2,1,1,72,54,1,0,1,0,0,"Serpong Utara, Tangerang Selatan"," Rp850,000,000.00 "
Perumahan 2 Lantai 870jt di BSD Serpong Tangerang,2,2,1,53,65,2,1,1,1,1,"Serpong, Tangerang Selatan"," Rp870,000,000.00 "
Rumah dijual cepat di Setu Babakan Serpong dekat Puspitek dan stasiun Rawabuntu,2,1,1,81,42,1,0,1,0,0,"Setu, Tangerang Selatan"," Rp840,000,000.00 "
Jual Rumah Posisi Hook Badan di Serpong Cisauk,2,1,1,50,32,1,1,1,0,0,"Serpong, Tangerang Selatan"," Rp665,000,000.00 "
"Cendana ESSENCE harga 850, angsuran 3,5 jt",2,2,1,60,55,1,0,1,0,1,"Serpong Utara, Tangerang Selatan"," Rp850,000,000.00 "
Rumah konsep rooftop,3,2,1,60,65,1,0,0,1,0,"Ciputat, Tangerang Selatan"," Rp970,000,000.00 "
RUMAH 2 LANTAI DI BINTARO,2,2,1,42,55,1,1,1,0,0,"Bintaro, Tangerang Selatan"," Rp821,000,000.00 "
Rumah Syariah di TANGSEL Bisa cicil Developer,2,1,1,60,45,1,0,1,0,0,"Pamulang, Tangerang Selatan"," Rp540,000,000.00 "
Jual Di Serpong Lagoon Dekat Akses Toll BSD Pamulang,2,1,1,96,69,1,1,0,0,0,"Serpong, Tangerang Selatan"," Rp890,000,000.00 "
Rumah Siap Huni di Selatan Jakarta DP Kami Bayarin Cukup 10jt Bebas biaya biaya,3,2,1,60,65,1,1,1,0,1,"Pondok Cabe Udik, Tangerang Selatan"," Rp941,000,000.00 "
Dijual rumah murah siap huni di Pamulang Tangerang Selatan,2,2,1,121,60,1,1,1,0,1,"Pamulang, Tangerang Selatan"," Rp980,000,000.00 "
RUMAH BARU SPESIAL TAHUN BARU HARGA MULAI 900JTAN FREE BIAYA BIAYA,2,2,1,62.02,65,2,1,1,1,1,"Bintaro, Tangerang Selatan"," Rp989,000,000.00 "
Dijual rumah siap huni,2,1,1,60,50,1,1,0,0,0,"Pamulang, Tangerang Selatan"," Rp550,000,000.00 "
RUMAH IDAMAN MURAHHHHHH BET,2,1,1,75,42,1,1,0,0,1,"Bumi Serpong Damai, Tangerang Selatan"," Rp750,000,000.00 "
Jual rugi rumah dalam cluster Carara Paradise Serpong City,2,1,1,60,36,1,1,0,0,0,"Serpong, Tangerang Selatan"," Rp775,000,000.00 "
Qozia Cluster Serpong Dekat Johar Baru/Kemayoran,3,2,1,60,50,1,1,1,1,1,"Sarua Indah, Tangerang Selatan"," Rp600,000,000.00 "
403.Hunian 2 lantai modern Strategis di Ciputat Sisa 2 unit terakhir.,3,2,1,55,80,1,0,0,0,0,"Ciputat, Tangerang Selatan"," Rp755,000,000.00 "
rumah dijual tangerang selatan,2,1,1,73,40,1,1,1,0,1,"Pamulang, Tangerang Selatan"," Rp661,000,000.00 "
Rumah Keren Sebelah Stasiun Cisauk Tangerang Selatan,2,2,1,50,60,1,0,1,0,0,"Bumi Serpong Damai, Tangerang Selatan"," Rp717,000,000.00 "
Townhouse Serpong Dekat Stasiun Rawabuntu/Tol JORR 2/BSD/PAmulang,3,2,1,60,50,1,1,1,1,1,"Bumi Serpong Damai, Tangerang Selatan"," Rp601,100,000.00 "
Rumah kecil kawasan BSD lokasi strategis,2,1,1,84,66,1,1,1,0,0,"Bumi Serpong Damai, Tangerang Selatan"," Rp990,000,000.00 "
Dijual Rumah Strategis Dekat Stasiun KA Serpong,2,1,1,81,42,1,1,0,0,0,"Serpong, Tangerang Selatan"," Rp770,000,000.00 "
Rumah strategis di serpong tangerang selatan,2,2,1,90,80,1,1,1,0,1,"Serpong, Tangerang Selatan"," Rp750,000,000.00 "
"Dijual Rumah Strategis Dekat Stasiun Sudimara, Vila Dago",3,2,1,94,56,1,1,0,0,0,"Pamulang, Tangerang Selatan"," Rp925,000,000.00 "
"Dijual Rumah Dekat Stasiun Serpong, Lagoon Serpong Cluster Flamingo",2,2,1,84,59,1,1,1,0,1,"Serpong, Tangerang Selatan"," Rp950,000,000.00 "
Rumah murah siap huni bisa KPR di Pamulang DP ringan,2,1,1,84,50,1,0,1,0,1,"Pamulang Barat, Tangerang Selatan"," Rp780,000,000.00 "
rumah dijual ditangerang selatan,2,1,1,105,40,1,1,1,0,1,"Pamulang, Tangerang Selatan"," Rp756,000,000.00 "
RUMAH 2 LANTAI STRATEGIS TOL GREENLAKE CITY,3,2,1,40,60,1,0,1,1,0,"Bintaro, Tangerang Selatan"," Rp650,000,000.00 "
Dijual Rumah Strategis Dekat Stasiun Rawa Buntu,3,2,1,69,70,1,1,0,0,0,"Bumi Serpong Damai, Tangerang Selatan"," Rp990,000,000.00 "
Dijual Rumah Strategis Dekat Mall Pamulang Square,2,1,1,72,41,1,1,0,0,0,"Pamulang, Tangerang Selatan"," Rp840,000,000.00 "
Dijual Rumah di cluster dekat BXC Mall asri n nyaman,2,1,1,90,60,1,1,0,0,0,"Bintaro, Tangerang Selatan"," Rp950,000,000.00 "
Dijual Cluster Baru 2 Lantai di Tangerang Selatan,3,2,1,70,68,1,0,0,0,0,"Serpong, Tangerang Selatan"," Rp750,000,000.00 "
Rumah siap huni 2 lantai di Sky Mansion Tamgsel,3,2,1,55,60,1,1,1,1,1,"Setu, Tangerang Selatan"," Rp650,000,000.00 "
HUNIAN BARU MODERN TROPIS BSD TANGERANG,3,2,2,60,65,2,1,1,1,1,"Serpong Utara, Tangerang Selatan"," Rp750,000,000.00 "
Vila Dago Cluster Parangtritis Pamulang,3,2,1,94,56,1,1,0,0,0,"Pamulang, Tangerang Selatan"," Rp925,000,000.00 "
Vila Dago Pamulang Dekat Ciputat Dan Serpong,3,2,1,78,80,1,1,0,0,0,"Pamulang, Tangerang Selatan"," Rp895,000,000.00 "
Cluster 2 lantai Tanpa riba Tanpa BI cheking 845jt di Poris Serpong Tangsel,3,2,1,60,50,2,1,1,1,0,"Serpong, Tangerang Selatan"," Rp845,000,000.00 "
Rumah Murah Minimalist Ciputat Tangerang Selatan,2,1,1,60,38,1,0,0,0,0,"Ciputat, Tangerang Selatan"," Rp540,000,000.00 "
bintaro rumah baru,2,2,1,60,65,1,1,0,1,1,"Sarua Indah, Tangerang Selatan"," Rp970,000,000.00 "
Dijual Rumah Siap Huni di Lokasi Pamulang Tangerang Selatan,2,1,1,65,55,1,1,1,0,0,"Pamulang, Tangerang Selatan"," Rp585,000,000.00 "
Dijual Cluster Rumah Baru Termurah Full Bata Merah Dekat BSD TangSel,3,2,1,60,68,1,0,0,0,0,"Ciputat, Tangerang Selatan"," Rp685,000,000.00 "
Rumah 2 Lantai di Pamulang.Tanggerang Selatan.,3,2,1,75,75,2,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp900,000,000.00 "
Rumah 2 Lantai Tanpa Uang Muka,3,2,1,60,55,2,1,1,0,1,"Pamulang, Tangerang Selatan"," Rp850,000,000.00 "
Rumah Siap Huni 500 jutaan di Serpong GRATIS SURAT-SURAT cuma 5 menit ke AEON,2,1,1,84,50,1,1,1,0,1,"Bumi Serpong Damai, Tangerang Selatan"," Rp599,000,000.00 "
Paramount Petals Loveable & Quality Living by Paramount Land,3,2,1,72,51,2,1,1,0,1,"Serpong, Tangerang Selatan"," Rp800,000,000.00 "
Al Madina Premier Serpong,2,1,1,60,30,1,1,1,0,0,"Serpong, Tangerang Selatan"," Rp750,000,000.00 "
Dijual Hunian Cluster Baru 2 Lantai Tangerang Selatan,3,2,1,60,68,1,0,0,0,0,"Ciputat, Tangerang Selatan"," Rp660,000,000.00 "
Fbr.Rumah Secondary Siap Huni Terawat Area Rempoa Ciputat Only Cash,3,3,1,72,144,1,0,0,0,0,"Ciputat, Tangerang Selatan"," Rp950,000,000.00 "
Townhouse Serpong Dekat Stasiun Rawabuntu/Tol JORR 2,3,2,1,60,50,1,1,1,1,1,"Bumi Serpong Damai, Tangerang Selatan"," Rp601,000,000.00 "
Dijual Rumah bangunan baru 2 lantai di Benda Baru Pamulang,3,3,1,84,120,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp850,000,000.00 "
"rumah dijual di Griya Jakarta Pamulang, harga nego",2,2,1,78,70,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp825,000,000.00 "
"rumah cantik siap huni di Pamulang Estate, tidak banjir",3,1,1,90,90,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp860,000,000.00 "
"(GA202780-CS) DIJUAL RUMAH CLUSTER SIAP KPR STOK TERBATAS DI PAMULANG, TANGERANG",3,2,1,60,72,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp892,500,000.00 "
Rumah milenial dengan desain modern tropis,2,2,1,49,60,1,1,1,0,1,"Bintaro, Tangerang Selatan"," Rp930,000,000.00 "
rumah second dalam komplek pamulang estate,2,1,1,105,70,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp770,000,000.00 "
unit second di permata pamulang,3,2,1,100,90,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp650,000,000.00 "
rumah second masih bagus,3,1,1,90,75,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp750,000,000.00 "
Dijual Cepat Rumah Murah di Perumahan Metro Serpong,2,1,1,102,55,1,0,0,0,0,"Serpong, Tangerang Selatan"," Rp550,000,000.00 "
Rumah Murah Modern Minimalist Ciputat,2,1,1,75,45,1,0,0,0,0,"Ciputat, Tangerang Selatan"," Rp810,000,000.00 "
"rumah dijual cepat, dalam komplek",2,1,1,72,50,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp550,000,000.00 "
"rumah dijual dalam perumahan, harga nego",2,1,1,71,50,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp600,000,000.00 "
Dijual rumah rapi dan siap huni digading serpong Tangerang,3,3,1,40,59,1,1,0,0,0,"Serpong, Tangerang Selatan"," Rp850,000,000.00 "
Rumah lokasi serpong Bali resort serpong extension,3,3,1,60,72,1,1,1,0,1,"Serpong, Tangerang Selatan"," Rp869,000,000.00 "
Rumah dijual di Ciputat dekat stasiun Sudimara dan Bintaro exchange,2,2,1,83,50,1,1,1,0,1,"Ciputat, Tangerang Selatan"," Rp900,000,000.00 "
"Dijual rumah baru free semua biaya surat², lokasi dekat tol bsd dan stasiun",2,2,1,64,60,1,1,1,1,1,"Serpong, Tangerang Selatan"," Rp1,000,000,000.00 "
"Rumah dekat stasiun,rumah sudah siap huni",3,2,21,60,64,1,1,1,1,1,"Bumi Serpong Damai, Tangerang Selatan"," Rp1,000,000,000.00 "
Rumah Murah Pamulang dekat Kantor Walikota.,3,2,1,60,70,2,1,0,0,0,"Pamulang, Tangerang Selatan"," Rp780,000,000.00 "
Rumah Secondary Terawat Dalam perumahan villa Dago Pamulang,3,2,1,108,80,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp900,000,000.00 "
Rumah Murah Tipe Mezzanine All in 5 Juta Di Pamulang,2,1,1,66,52,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp770,000,000.00 "
Townhouse Serpong Dekat Bintaro/Pamulang/Ciputat,3,2,1,60,50,1,1,1,1,1,"Pamulang, Tangerang Selatan"," Rp602,000,000.00 "
Rumah Daerah Serpong Dekat ITC BSD/Eka Hospital/Pamulang,3,2,1,60,50,1,1,1,1,1,"Pamulang, Tangerang Selatan"," Rp700,000,086.00 "
Rumah Daerah Serpong Dekat Alam Sutera/Pamulang/Bintaro,3,2,1,60,50,1,1,1,1,1,"Bintaro, Tangerang Selatan"," Rp700,000,055.00 "
Rumah Pamulang 10 menit tol serpong,3,2,1,60,50,1,1,1,1,1,"Pamulang, Tangerang Selatan"," Rp700,000,076.00 "
Rumah Murah Pamulang 10 menit tol serpong,3,2,1,60,50,1,1,1,1,1,"Pamulang, Tangerang Selatan"," Rp700,000,082.00 "
Rumah Daerah Serpong Dekat Bintaro/Pamulang/Ciputat,3,2,1,60,50,1,1,1,1,1,"Pamulang, Tangerang Selatan"," Rp700,000,099.00 "
Rumah 2 Lantai Serpong Dekat Bintaro/BSD City/Ciputat,3,2,1,60,50,1,1,1,1,1,"Serpong, Tangerang Selatan"," Rp700,000,000.00 "
Rumah cluster 2 lantai 10 menit ke transjakarta,3,2,1,60,65,1,1,1,1,1,"Bintaro, Tangerang Selatan"," Rp995,000,000.00 "
Rumah 2 Lantai Termurah Jaminan 100% Anti Banjir Di Ciledug,3,2,1,50,65,2,1,0,0,0,"Bintaro, Tangerang Selatan"," Rp920,000,000.00 "
Rumah Di Graha Bintaro Harga 700 Jutaan Bisa Nego,2,1,1,60,40,1,1,1,0,1,"Alam Sutera, Tangerang Selatan"," Rp790,000,000.00 "
Rumah mungil yang sangat asri,1,1,1,85,27,1,1,1,0,1,Tangerang Selatan," Rp900,000,000.00 "
Jual Rumah New Claster siap huni,2,1,1,60,70,1,1,1,1,0,"Pamulang, Tangerang Selatan"," Rp771,000,000.00 "
Dijual Rumah Siap huni di Dago View Pamulang,3,2,1,77,74,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp995,000,000.00 "
"CLUSTER BARU 1Lantai Modern MINIMALIS , 500 juta-an",2,1,1,75,45,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp550,000,000.00 "
HUNIAN MODERN TROPIS KEKINIAN,3,2,1,65,80,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp990,000,000.00 "
"New Cluster 2 Lantai , Modern Minimalist , Harga Menarik .",3,2,1,70,65,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp700,000,000.00 "
HUNIAN MODERN PAMULANG Konsep tanah Luas,3,2,1,85,80,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp830,000,000.00 "
Rumah PAMULANG Strategis BISA CICIL PRIBADI,2,1,1,65,50,1,0,1,0,0,"Pamulang, Tangerang Selatan"," Rp585,000,000.00 "
Rumah dijual 2 lantai dekat stasiun rawabuntu siap huni,3,2,1,68,70,1,0,0,0,0,"Serpong, Tangerang Selatan"," Rp995,000,000.00 "
"Rumah dijual di jalan Raya Puspitek Serpong, siap huni dalam komplek",2,1,1,83,39,1,0,1,0,0,"Serpong, Tangerang Selatan"," Rp850,000,000.00 "
Rumah dekat stasiun rawabuntu & Mal Paradise Serpong KPR DP ringan,2,1,1,72,35,1,0,1,0,0,"Setu, Tangerang Selatan"," Rp780,000,000.00 "
RUMAH 2 LANTAI DI TANGERANG SELATAN,3,2,2,61,60,1,1,1,0,0,"Bintaro, Tangerang Selatan"," Rp929,000,000.00 "
RUMAH DI BINTARO TANGERANG SELATAN BISA SKEMA BANK,3,2,1,47,60,1,1,1,0,0,"Bintaro, Tangerang Selatan"," Rp1,000,000,000.00 "
Jual Hunian Minimalis Modern Di Bukit Dago Gunung Sindur Dekat BSD,2,1,1,90,50,1,1,0,0,0,"Serpong, Tangerang Selatan"," Rp765,000,000.00 "
Jual Di Panorama Serpong Pamulang Dekat Akses Toll BSD,2,1,1,72,52,1,1,0,0,0,"Serpong, Tangerang Selatan"," Rp700,000,000.00 "
Jual Rumah Di Serpong Lagoon Dekat Akses Toll BSD,3,2,1,84,58,1,1,0,0,0,"Serpong, Tangerang Selatan"," Rp1,000,000,000.00 "
Rumah hoek di Pamulang Park komplek samping jalan raya,2,1,1,90,60,1,0,1,0,0,"Pamulang, Tangerang Selatan"," Rp960,000,000.00 "
Rumah modern minimalis di Serpong,2,2,1,55,55,1,0,0,0,0,"Serpong, Tangerang Selatan"," Rp965,000,000.00 "
Villa Dago Pamulang Dekat Akses Toll BSD Serpong Dan Ciputat,2,1,1,97,45,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp850,000,000.00 "
"DP 5% cicil 6 bulan rumah baru di serpong, bebas banjir",3,3,1,61,80,1,1,1,1,1,"Bumi Serpong Damai, Tangerang Selatan"," Rp1,000,000,000.00 "
Rumah Ready Stock dekat Tol BSD Tangsel,3,2,1,61,70,1,1,1,1,1,"Pamulang, Tangerang Selatan"," Rp821,000,000.00 "
Rumah lokasi strategis dekat Stasiun Rawabuntu BSD,3,2,1,60,70,1,1,1,1,0,"Pamulang, Tangerang Selatan"," Rp815,000,000.00 "
DIJUAL RUMAH MINIMALIS DI BUARAN SERPONG,3,3,1,72,74,2,0,0,0,0,Tangerang Selatan," Rp990,000,000.00 "
Rumah 2 lantai lokasi dekat jalan raya pamulang,3,2,1,109,72,1,1,1,1,0,"Pamulang, Tangerang Selatan"," Rp945,000,000.00 "
Trevista Hills Cluster Menteng Residence,2,1,1,84,45,1,0,1,0,0,"Pamulang, Tangerang Selatan"," Rp922,500,000.00 "
Rumah Mewah dan terjangkau di tangerang selatan,3,2,1,84,69,1,0,0,0,1,"Pamulang, Tangerang Selatan"," Rp900,000,000.00 "
Rumah Mewah dan terjangkau dekat tol serbaraja bsd,2,1,1,64,40,1,0,1,0,1,"Serpong, Tangerang Selatan"," Rp600,000,000.00 "
TOWNHOUSE DI BINTARO DEKAT DENGAN BOULEVARD BINTARO SEKTOR 9,2,2,1,45,60,2,1,0,0,0,Tangerang Selatan," Rp930,000,000.00 "
"Rumah Mewah 3 Kamar, Premium House",3,3,1,63,83,1,1,1,1,1,"Serpong, Tangerang Selatan"," Rp1,000,000,000.00 "
rumah dijual siap huni di Pamulang.,3,2,2,128,147,1,1,0,0,0,"Pamulang Barat, Tangerang Selatan"," Rp1,000,000,000.00 "
Rumah Mewah 2 Lantai Siap Huni didalam Perumahan Villa Pamulang,3,2,1,128,147,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp1,000,000,000.00 "
"Rumah cantik dan luas dekat stasiun jurangmangu, Ciputat. Tang Sel",2,1,1,139,44,1,0,0,0,0,"Pondok Aren, Tangerang Selatan"," Rp875,000,000.00 "
Rumah di tangerang selatan selangkah dari tol bsd dan Stasiun,3,2,1,72,70,1,0,1,0,0,"Pamulang, Tangerang Selatan"," Rp750,000,000.00 "
Rumah murah jual cepat siap huni di Gunung Sindur dekat Mall,2,1,1,36,67,1,0,1,0,0,"Setu, Tangerang Selatan"," Rp540,000,000.00 "
Rumah dijual 2 lantai di Serpong Natura City 20 menit dari Rawabuntu,3,2,1,79,51,1,0,1,0,0,"Serpong, Tangerang Selatan"," Rp960,000,000.00 "
CLUSTER ISLAMI DEKAT TOLL KUNCIRAN-SERPONG,3,2,1,44,55,1,1,1,0,1,"Bintaro, Tangerang Selatan"," Rp847,000,000.00 "
rumah termurah di serpong,2,1,1,60,40,1,0,0,0,0,"Serpong Utara, Tangerang Selatan"," Rp700,000,000.00 "
TERMURAH TERBAIK Rumah 2 LT di BINTARO dkt ALAM SUTERA Serpong Cikokol,2,2,1,60,85,2,1,1,1,1,"Ciputat, Tangerang Selatan"," Rp1,000,000,000.00 "
New Cluster Tabebuya BSD City,2,2,1,40,48,1,0,0,0,0,"Bumi Serpong Damai, Tangerang Selatan"," Rp880,000,000.00 "
Rumah 1 Lantai Bagus Bebas Banjir di Pamulang Park Residence Biaya All in KPR,2,1,1,90,60,1,1,1,0,1,"Pamulang, Tangerang Selatan"," Rp960,000,000.00 "
Rumah Milenial Cicilan 6 Jutaan Di Dekat Jakarta Barat,3,2,1,50,65,2,1,0,0,0,"Pamulang, Tangerang Selatan"," Rp920,000,000.00 "
Rumah 2 Lantai SHM Termurah Di Tangerang Bisa Kpr,3,2,1,50,65,2,1,0,0,0,"Ciputat, Tangerang Selatan"," Rp920,000,000.00 "
di jual rumah 2 lantai di graha raya strategis,3,2,1,65,60,1,1,1,0,0,"Bintaro, Tangerang Selatan"," Rp995,000,000.00 "
Rumah 2 lantai murah dekat halte transjakrta di tanggerang,3,2,1,50,65,1,1,0,0,0,"Ciputat, Tangerang Selatan"," Rp960,000,000.00 "
New Cluster Akses Lebar 10 menit Toll BSD dan Sta.Sudimara,3,2,1,84,90,1,0,0,0,0,"Ciputat, Tangerang Selatan"," Rp900,000,000.00 "
Rumah 2 Lantai Termurah Serpong Gratis Biaya Surat KPR,3,2,1,103,60,1,0,0,0,0,"Serpong, Tangerang Selatan"," Rp960,000,000.00 "
Kayu Manis Veranda,3,2,1,63,72,1,1,1,0,0,"Pamulang, Tangerang Selatan"," Rp899,100,000.00 "
Turun Harga Rumah di Tangsel Pamulang Dekat Bsd di Dago View,3,2,1,77,74,2,1,1,0,0,"Pamulang, Tangerang Selatan"," Rp995,000,000.00 "
Rumah Hook Siap Huni Full Furnish di Serpong Lagoon Bsd Tangsel,2,2,1,84,59,2,1,1,1,1,"Serpong, Tangerang Selatan"," Rp950,000,000.00 "
Rumah 3 lantai posisi Hook Lokasi strategis di Pamulang,4,4,1,98,294,3,1,0,1,1,Tangerang Selatan," Rp975,000,000.00 "
Rumah 2 lantai lokasi dekat Stasiun Rawabuntu BSD,3,2,1,64,70,1,1,1,1,1,"Pamulang, Tangerang Selatan"," Rp839,000,000.00 "
Rumah Full Renov di Bakti Jaya Tangsel,2,1,1,72,45,1,1,0,0,0,Tangerang Selatan," Rp565,000,000.00 "
Cluster 2 lantai di Pamulang Tangsel,3,2,1,70,70,1,0,1,0,1,"Pamulang, Tangerang Selatan"," Rp875,000,000.00 "
Rumah siap huni full Renov di pamulang,3,1,1,60,72,1,1,0,0,0,"Pamulang, Tangerang Selatan"," Rp595,000,000.00 "
Rumah 2 lantai Full Renov di Pamulang Tangsel,3,2,1,61,70,1,1,1,1,1,"Pamulang, Tangerang Selatan"," Rp821,000,000.00 "
Dijual rumah 2 lantai siap huni,5,2,1,60,100,1,1,0,0,0,"Pamulang, Tangerang Selatan"," Rp850,000,000.00 "
Rumah Cluster Full Renov di pamulang Tangselúĺfçofç⁰đ,2,2,1,98,85,1,1,1,0,1,"Setu, Tangerang Selatan"," Rp750,000,000.00 "
Rumah Ready Stock dekat Tol BSD di Pamulang Tangsel,3,2,1,61,70,1,1,0,1,0,"Pamulang, Tangerang Selatan"," Rp821,000,000.00 "
Rumah posisi Hook di perumahan muslim pamulang Tangsel,2,1,1,72,36,1,1,1,0,0,"Pamulang, Tangerang Selatan"," Rp600,000,000.00 "
Rumah Impian Promo Diskon Besar,3,2,1,60,65,1,1,1,1,1,"Bumi Serpong Damai, Tangerang Selatan"," Rp750,000,000.00 "
Rumah Ready Stock dekat Tol BSD,3,2,1,87,72,1,1,1,1,1,"Pamulang, Tangerang Selatan"," Rp827,000,000.00 "
Jual Rumah Dengan Konsep Modern Minimalis Di Cirebon,3,2,1,90,78,1,1,1,1,1,"Pondok Cabe, Tangerang Selatan"," Rp870,000,000.00 "
Rumah 2 lantai dekat mall Q big bsd,3,2,1,50,70,1,0,1,0,0,Tangerang Selatan," Rp870,000,000.00 "
Cluster lokasi strategis dekat jalan raya Pamulang,3,2,1,87,72,1,1,1,1,1,"Pamulang, Tangerang Selatan"," Rp827,000,000.00 "
Jual Rumah Di Vila Dago Toll CIputat Dekat Akses Toll BSD Serpong,2,1,1,160,60,1,1,0,0,0,"Serpong, Tangerang Selatan"," Rp950,000,000.00 "
"rumah second bisa langsung di huni, dalam komplek dekat tol Ciputat",4,4,1,90,120,1,1,0,0,0,"Pamulang, Tangerang Selatan"," Rp900,000,000.00 "
"rumah dijual cepat, di Pamulang dekat Tol Ciputat",4,4,1,90,120,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp900,000,000.00 "
Rumah dijual murah dalam komplek perumahan,2,1,1,72,50,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp560,000,000.00 "
Jual Rumah Cluster Elegan harga Murah dekat Stasiun Rawabuntu,2,1,1,75,45,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp710,000,000.00 "
Cluster Milenial dekat Tol Karawaci BSD,3,3,1,82,68,1,1,1,1,0,Tangerang Selatan," Rp770,000,000.00 "
cluster Puri Bintaro residence,2,1,1,72,36,1,0,0,0,0,"Bintaro, Tangerang Selatan"," Rp650,000,000.00 "
Rumah Full Furnish Siap Huni Dekat Stasiun Cisauk BSD Free Biaya,2,1,1,60,36,1,1,1,1,0,"Serpong, Tangerang Selatan"," Rp840,000,000.00 "
RUMAH EXCLUSIVE MODERN PAMULANG,3,2,1,65,72,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp890,000,000.00 "
Rumah Baru Modern SCANDINAVIAN 1 Lantai di CIPUTAT 810 JUTA,2,1,1,75,45,1,0,0,0,0,"Ciputat, Tangerang Selatan"," Rp810,000,000.00 "
CLUSTER EXSLUSIVE MEZANINE CONCEPT,2,1,1,65,45,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp695,000,000.00 "
HUNIAN NYAMAN DEKAT RSUD Tang-Sel Rumah Design modern tropis,2,2,1,60,65,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp850,000,000.00 "
Rumah baru di Griya Pamulang 2 unit terbatas,2,1,1,84,70,1,0,1,0,0,"Pamulang, Tangerang Selatan"," Rp850,000,000.00 "
DI JUAL RUMAH DI VILLA PAMULANG TANGERANG SELATAN,2,2,1,90,90,1,0,0,0,0,"Pamulang, Tangerang Selatan"," Rp835,000,000.00 "
Rumah 2 Lantai Serpong Dekat Meruya/Palmerah/Pegadungan,3,2,1,60,50,1,1,1,1,1,"Serpong Utara, Tangerang Selatan"," Rp600,000,000.00 "
Jual Rumah Serpong Dekat Mall Paradise Walk Serpong,3,2,1,60,50,1,1,1,1,1,"Bumi Serpong Damai, Tangerang Selatan"," Rp600,000,076.00 "
Rumah Daerah Serpong Dekat Gading Serpong/Pamulang/Pondok Aren,3,2,1,60,50,1,1,1,1,1,"Pamulang, Tangerang Selatan"," Rp700,000,074.00 "
Rumah Daerah Serpong Dekat Eka Hospital/Taman Kota BSD,3,2,1,60,50,1,1,1,1,1,"Pamulang, Tangerang Selatan"," Rp700,000,066.00 "
"Rumah 1 Lantai di Jl Suka Karya Sarua Indah, Ciputat",2,1,1,79,54,1,0,0,0,0,"Ciputat, Tangerang Selatan"," Rp834,000,000.00 "
